prompt,ref_model,target_model,ref_bytes,target_bytes,n_prompt,n_gen,kl_target,kl_target_p95,kl_target_p99,top1_target,kl_handoff,kl_handoff_p95,kl_handoff_p99,top1_handoff
01_python_small,gemma4-e2b-ud-q8_k_xl,ud-q2_k_xl,5269529984,2399903104,337,2048,0.277313,1.380912,2.829926,84.9,0.223707,1.083454,2.143835,85.8
02_rust_small,gemma4-e2b-ud-q8_k_xl,ud-q2_k_xl,5269529984,2399903104,540,2048,0.267956,1.585683,3.833909,88.4,0.212436,1.188886,3.096550,90.1
03_go_small,gemma4-e2b-ud-q8_k_xl,ud-q2_k_xl,5269529984,2399903104,396,2048,0.309394,1.475651,2.879964,83.0,0.266580,1.251116,2.655085,84.4
04_cpp_small,gemma4-e2b-ud-q8_k_xl,ud-q2_k_xl,5269529984,2399903104,823,2048,0.316296,1.757377,3.894602,84.8,0.281687,1.531456,3.412155,85.4
05_js_small,gemma4-e2b-ud-q8_k_xl,ud-q2_k_xl,5269529984,2399903104,555,2048,0.367426,1.788615,3.524684,81.0,0.305744,1.491933,2.943917,82.8
06_python2_small,gemma4-e2b-ud-q8_k_xl,ud-q2_k_xl,5269529984,2399903104,582,2048,0.325356,1.591103,4.214947,84.2,0.254454,1.250705,3.369937,86.6
07_c_small,gemma4-e2b-ud-q8_k_xl,ud-q2_k_xl,5269529984,2399903104,751,2048,0.253282,1.310756,2.723887,85.6,0.212634,1.054958,2.580706,87.8
08_java_small,gemma4-e2b-ud-q8_k_xl,ud-q2_k_xl,5269529984,2399903104,840,1889,0.331755,1.800712,4.617554,85.3,0.255594,1.403273,3.496095,87.9
09_python_medium,gemma4-e2b-ud-q8_k_xl,ud-q2_k_xl,5269529984,2399903104,2474,2048,0.404628,1.819394,3.425381,79.2,0.338649,1.603398,2.774486,80.8
10_go_medium,gemma4-e2b-ud-q8_k_xl,ud-q2_k_xl,5269529984,2399903104,2135,2048,0.403270,1.616889,3.195436,77.4,0.305603,1.264391,2.508798,80.2
11_typescript_medium,gemma4-e2b-ud-q8_k_xl,ud-q2_k_xl,5269529984,2399903104,2435,2048,0.426476,1.949207,4.078677,79.8,0.321511,1.469053,3.057903,81.0
12_rust_medium,gemma4-e2b-ud-q8_k_xl,ud-q2_k_xl,5269529984,2399903104,2183,2048,0.383566,1.796212,3.258010,79.7,0.304445,1.422316,2.576039,81.2
13_python_large,gemma4-e2b-ud-q8_k_xl,ud-q2_k_xl,5269529984,2399903104,8959,2048,0.409028,1.894942,3.516600,80.2,0.286844,1.379353,2.456257,82.6
14_go_large,gemma4-e2b-ud-q8_k_xl,ud-q2_k_xl,5269529984,2399903104,8840,2048,0.464080,2.058270,4.205102,77.9,0.310168,1.444230,2.993409,81.9
15_cpp_medium,gemma4-e2b-ud-q8_k_xl,ud-q2_k_xl,5269529984,2399903104,3958,2048,0.394863,1.950626,3.858439,80.4,0.290220,1.314878,2.778536,83.4
16_java_medium,gemma4-e2b-ud-q8_k_xl,ud-q2_k_xl,5269529984,2399903104,2400,2048,0.427323,1.935770,3.659050,79.1,0.338884,1.538010,2.945040,80.1
17_rust_large,gemma4-e2b-ud-q8_k_xl,ud-q2_k_xl,5269529984,2399903104,9803,2048,0.417900,2.011530,4.582761,80.0,0.266830,1.271461,2.806029,84.0
18_typescript_large,gemma4-e2b-ud-q8_k_xl,ud-q2_k_xl,5269529984,2399903104,10613,2048,0.430729,2.073333,4.532595,81.2,0.307213,1.459012,3.345193,83.9
19_cpp_large,gemma4-e2b-ud-q8_k_xl,ud-q2_k_xl,5269529984,2399903104,10737,2048,0.529385,2.242495,3.843297,74.1,0.365853,1.512822,2.519320,77.9
01_python_small,gemma4-e2b-ud-q8_k_xl,ud-q3_k_xl,5269529984,2915063168,337,2048,0.082839,0.401028,1.023182,91.7,0.068085,0.329988,0.738405,92.5
02_rust_small,gemma4-e2b-ud-q8_k_xl,ud-q3_k_xl,5269529984,2915063168,540,2048,0.088017,0.463829,1.371651,93.4,0.070465,0.404726,1.048581,94.2
03_go_small,gemma4-e2b-ud-q8_k_xl,ud-q3_k_xl,5269529984,2915063168,396,2048,0.132543,0.665362,1.543072,88.5,0.100091,0.487291,1.152560,89.9
04_cpp_small,gemma4-e2b-ud-q8_k_xl,ud-q3_k_xl,5269529984,2915063168,823,2048,0.094972,0.516009,1.238142,92.0,0.083651,0.449697,1.212722,91.9
05_js_small,gemma4-e2b-ud-q8_k_xl,ud-q3_k_xl,5269529984,2915063168,555,2048,0.121374,0.568240,1.327067,89.4,0.100986,0.494258,1.186085,90.6
