prompt,ref_model,target_model,ref_bytes,target_bytes,n_prompt,n_gen,kl_target,kl_target_p95,kl_target_p99,top1_target,kl_handoff,kl_handoff_p95,kl_handoff_p99,top1_handoff
01_python_small,qwen3.5-27b-ud-q8_k_xl,ud-q2_k_xl,35528652704,11213752224,294,1031,0.057632,0.300832,0.753919,93.0,0.049950,0.265269,0.698326,93.3
02_rust_small,qwen3.5-27b-ud-q8_k_xl,ud-q2_k_xl,35528652704,11213752224,508,2048,0.054064,0.321040,0.704109,94.4,0.045928,0.271550,0.602715,95.1
03_go_small,qwen3.5-27b-ud-q8_k_xl,ud-q2_k_xl,35528652704,11213752224,331,2048,0.079061,0.402692,0.867200,92.0,0.068197,0.334346,0.780815,92.4
04_cpp_small,qwen3.5-27b-ud-q8_k_xl,ud-q2_k_xl,35528652704,11213752224,753,1270,0.051490,0.261390,0.696374,92.8,0.042442,0.222490,0.598196,93.8
05_js_small,qwen3.5-27b-ud-q8_k_xl,ud-q2_k_xl,35528652704,11213752224,500,2048,0.072512,0.366184,0.954218,92.2,0.062761,0.322425,0.734104,92.9
06_python2_small,qwen3.5-27b-ud-q8_k_xl,ud-q2_k_xl,35528652704,11213752224,508,2048,0.071388,0.410724,0.920202,92.3,0.057636,0.323135,0.800324,92.7
07_c_small,qwen3.5-27b-ud-q8_k_xl,ud-q2_k_xl,35528652704,11213752224,679,2048,0.067669,0.364788,0.881508,91.8,0.057569,0.301399,0.719551,92.8
08_java_small,qwen3.5-27b-ud-q8_k_xl,ud-q2_k_xl,35528652704,11213752224,756,2048,0.058126,0.318024,0.863567,93.8,0.050706,0.285005,0.773930,94.3
09_python_medium,qwen3.5-27b-ud-q8_k_xl,ud-q2_k_xl,35528652704,11213752224,2125,2048,0.094949,0.467921,1.083692,91.1,0.069826,0.357158,0.770763,92.3
10_go_medium,qwen3.5-27b-ud-q8_k_xl,ud-q2_k_xl,35528652704,11213752224,1864,2048,0.095332,0.472327,0.934269,89.6,0.077867,0.400315,0.829998,90.2
11_typescript_medium,qwen3.5-27b-ud-q8_k_xl,ud-q2_k_xl,35528652704,11213752224,2233,2048,0.098967,0.463368,0.862308,89.4,0.077866,0.371508,0.705201,90.5
12_rust_medium,qwen3.5-27b-ud-q8_k_xl,ud-q2_k_xl,35528652704,11213752224,2017,2048,0.103676,0.472264,1.190168,90.4,0.080192,0.384506,0.935130,91.8
13_python_large,qwen3.5-27b-ud-q8_k_xl,ud-q2_k_xl,35528652704,11213752224,7811,2048,0.092278,0.509247,1.047899,91.5,0.071272,0.370936,0.811318,92.5
14_go_large,qwen3.5-27b-ud-q8_k_xl,ud-q2_k_xl,35528652704,11213752224,7904,2048,0.095305,0.459568,0.822754,90.3,0.070901,0.351558,0.677535,91.6
15_cpp_medium,qwen3.5-27b-ud-q8_k_xl,ud-q2_k_xl,35528652704,11213752224,3630,2048,0.076567,0.369704,0.794744,91.6,0.058826,0.303945,0.604218,92.5
16_java_medium,qwen3.5-27b-ud-q8_k_xl,ud-q2_k_xl,35528652704,11213752224,2192,2048,0.081686,0.417847,0.902172,92.5,0.064760,0.346278,0.710716,92.9
17_rust_large,qwen3.5-27b-ud-q8_k_xl,ud-q2_k_xl,35528652704,11213752224,8811,2048,0.087012,0.423144,0.849965,90.2,0.062372,0.297873,0.689276,92.4
18_typescript_large,qwen3.5-27b-ud-q8_k_xl,ud-q2_k_xl,35528652704,11213752224,9740,2048,0.099941,0.505956,1.246306,90.4,0.071231,0.374567,0.799374,91.5
19_cpp_large,qwen3.5-27b-ud-q8_k_xl,ud-q2_k_xl,35528652704,11213752224,9599,2048,0.095091,0.429991,0.933199,90.1,0.068000,0.309134,0.668060,91.3
01_python_small,qwen3.5-27b-ud-q8_k_xl,ud-q3_k_xl,35528652704,14438533024,294,1031,0.023758,0.121438,0.339587,96.5,0.018214,0.091094,0.234978,97.0
02_rust_small,qwen3.5-27b-ud-q8_k_xl,ud-q3_k_xl,35528652704,14438533024,508,2048,0.020920,0.109985,0.326454,96.9,0.017574,0.098348,0.266459,97.3
03_go_small,qwen3.5-27b-ud-q8_k_xl,ud-q3_k_xl,35528652704,14438533024,331,2048,0.028035,0.148877,0.302654,95.5,0.025204,0.134025,0.301068,95.9
04_cpp_small,qwen3.5-27b-ud-q8_k_xl,ud-q3_k_xl,35528652704,14438533024,753,1270,0.018649,0.095900,0.229284,96.2,0.017505,0.092645,0.208783,96.7
05_js_small,qwen3.5-27b-ud-q8_k_xl,ud-q3_k_xl,35528652704,14438533024,500,2048,0.027523,0.155810,0.307556,95.0,0.025193,0.137892,0.277425,95.3
06_python2_small,qwen3.5-27b-ud-q8_k_xl,ud-q3_k_xl,35528652704,14438533024,508,2048,0.023243,0.138170,0.319927,96.0,0.021247,0.125660,0.317297,96.0
07_c_small,qwen3.5-27b-ud-q8_k_xl,ud-q3_k_xl,35528652704,14438533024,679,2048,0.026460,0.142666,0.326729,95.1,0.022658,0.121860,0.265402,95.7
08_java_small,qwen3.5-27b-ud-q8_k_xl,ud-q3_k_xl,35528652704,14438533024,756,2048,0.022621,0.120948,0.348382,96.6,0.019578,0.110660,0.297990,97.0
09_python_medium,qwen3.5-27b-ud-q8_k_xl,ud-q3_k_xl,35528652704,14438533024,2125,2048,0.033154,0.173543,0.405824,94.8,0.028627,0.147224,0.329222,95.5
10_go_medium,qwen3.5-27b-ud-q8_k_xl,ud-q3_k_xl,35528652704,14438533024,1864,2048,0.035002,0.171997,0.419147,93.9,0.029130,0.153278,0.295428,94.5
11_typescript_medium,qwen3.5-27b-ud-q8_k_xl,ud-q3_k_xl,35528652704,14438533024,2233,2048,0.036296,0.183423,0.361657,93.7,0.031164,0.153239,0.325507,94.1
12_rust_medium,qwen3.5-27b-ud-q8_k_xl,ud-q3_k_xl,35528652704,14438533024,2017,2048,0.038611,0.189438,0.406657,94.3,0.032499,0.155406,0.340310,94.8
13_python_large,qwen3.5-27b-ud-q8_k_xl,ud-q3_k_xl,35528652704,14438533024,7811,2048,0.035517,0.188060,0.446457,95.3,0.030194,0.155682,0.347566,95.8
14_go_large,qwen3.5-27b-ud-q8_k_xl,ud-q3_k_xl,35528652704,14438533024,7904,2048,0.032483,0.151949,0.326702,94.3,0.025472,0.122774,0.236652,95.2
15_cpp_medium,qwen3.5-27b-ud-q8_k_xl,ud-q3_k_xl,35528652704,14438533024,3630,2048,0.028423,0.141629,0.339570,93.9,0.024515,0.124425,0.270907,94.1
16_java_medium,qwen3.5-27b-ud-q8_k_xl,ud-q3_k_xl,35528652704,14438533024,2192,2048,0.030453,0.164727,0.361546,94.9,0.024874,0.135750,0.287531,95.3
17_rust_large,qwen3.5-27b-ud-q8_k_xl,ud-q3_k_xl,35528652704,14438533024,8811,2048,0.032845,0.185072,0.357663,94.1,0.024171,0.127823,0.256770,95.5
18_typescript_large,qwen3.5-27b-ud-q8_k_xl,ud-q3_k_xl,35528652704,14438533024,9740,2048,0.032255,0.172798,0.380762,95.0,0.027000,0.139783,0.307349,95.8
19_cpp_large,qwen3.5-27b-ud-q8_k_xl,ud-q3_k_xl,35528652704,14438533024,9599,2048,0.039011,0.191148,0.436430,93.9,0.028221,0.146835,0.290530,94.9
01_python_small,qwen3.5-27b-ud-q8_k_xl,ud-q4_k_xl,35528652704,17621125024,294,1031,0.004704,0.026081,0.056728,97.7,0.004037,0.020534,0.048747,98.0
02_rust_small,qwen3.5-27b-ud-q8_k_xl,ud-q4_k_xl,35528652704,17621125024,508,2048,0.004252,0.023540,0.062602,98.6,0.003449,0.019149,0.051327,98.7
03_go_small,qwen3.5-27b-ud-q8_k_xl,ud-q4_k_xl,35528652704,17621125024,331,2048,0.005719,0.027470,0.075197,98.0,0.004962,0.024347,0.059219,97.9
04_cpp_small,qwen3.5-27b-ud-q8_k_xl,ud-q4_k_xl,35528652704,17621125024,753,1270,0.003601,0.019605,0.049458,98.4,0.003017,0.017654,0.039566,98.5
05_js_small,qwen3.5-27b-ud-q8_k_xl,ud-q4_k_xl,35528652704,17621125024,500,2048,0.005284,0.027416,0.068452,97.8,0.004630,0.024979,0.054934,97.9
06_python2_small,qwen3.5-27b-ud-q8_k_xl,ud-q4_k_xl,35528652704,17621125024,508,2048,0.004133,0.023990,0.052814,98.6,0.003525,0.019244,0.049281,98.8
