prompt,target,n_prompt,window_start,window_end,kl_target,top1_target,kl_handoff,top1_handoff
01_python_small,ud-q2_k_xl,294,0,64,0.040363,96.9,0.019414,98.4
01_python_small,ud-q2_k_xl,294,64,128,0.061966,93.8,0.040870,93.8
01_python_small,ud-q2_k_xl,294,128,192,0.067748,96.9,0.035831,98.4
01_python_small,ud-q2_k_xl,294,192,256,0.070344,87.5,0.048108,92.2
01_python_small,ud-q2_k_xl,294,256,320,0.065101,89.1,0.058726,87.5
01_python_small,ud-q2_k_xl,294,320,384,0.083324,92.2,0.075176,90.6
01_python_small,ud-q2_k_xl,294,384,448,0.085886,87.5,0.083138,87.5
01_python_small,ud-q2_k_xl,294,448,512,0.080252,87.5,0.081166,89.1
01_python_small,ud-q2_k_xl,294,512,576,0.051357,90.6,0.049812,90.6
01_python_small,ud-q2_k_xl,294,576,640,0.063201,90.6,0.062736,89.1
01_python_small,ud-q2_k_xl,294,640,704,0.060320,95.3,0.055118,95.3
01_python_small,ud-q2_k_xl,294,704,768,0.041060,96.9,0.042407,96.9
01_python_small,ud-q2_k_xl,294,768,832,0.002484,100.0,0.002689,100.0
01_python_small,ud-q2_k_xl,294,832,896,0.018750,93.8,0.013229,95.3
01_python_small,ud-q2_k_xl,294,896,960,0.043148,98.4,0.047231,98.4
01_python_small,ud-q2_k_xl,294,960,1024,0.070297,92.2,0.065353,92.2
01_python_small,ud-q2_k_xl,294,1024,1031,0.208577,85.7,0.216330,71.4
02_rust_small,ud-q2_k_xl,508,0,64,0.066021,92.2,0.044519,96.9
02_rust_small,ud-q2_k_xl,508,64,128,0.047405,95.3,0.046573,93.8
02_rust_small,ud-q2_k_xl,508,128,192,0.039991,95.3,0.042227,93.8
02_rust_small,ud-q2_k_xl,508,192,256,0.014926,98.4,0.019347,98.4
02_rust_small,ud-q2_k_xl,508,256,320,0.049044,93.8,0.037048,95.3
02_rust_small,ud-q2_k_xl,508,320,384,0.114422,92.2,0.079492,93.8
02_rust_small,ud-q2_k_xl,508,384,448,0.061508,95.3,0.050429,95.3
02_rust_small,ud-q2_k_xl,508,448,512,0.040334,95.3,0.035264,93.8
02_rust_small,ud-q2_k_xl,508,512,576,0.024631,98.4,0.017769,100.0
02_rust_small,ud-q2_k_xl,508,576,640,0.054688,96.9,0.031036,98.4
02_rust_small,ud-q2_k_xl,508,640,704,0.041557,98.4,0.023430,100.0
02_rust_small,ud-q2_k_xl,508,704,768,0.117962,84.4,0.099381,85.9
02_rust_small,ud-q2_k_xl,508,768,832,0.036113,92.2,0.044519,95.3
02_rust_small,ud-q2_k_xl,508,832,896,0.054580,96.9,0.052376,96.9
02_rust_small,ud-q2_k_xl,508,896,960,0.093797,90.6,0.075580,90.6
02_rust_small,ud-q2_k_xl,508,960,1024,0.103368,84.4,0.081279,85.9
02_rust_small,ud-q2_k_xl,508,1024,1088,0.036936,96.9,0.032261,100.0
02_rust_small,ud-q2_k_xl,508,1088,1152,0.097379,90.6,0.095912,89.1
02_rust_small,ud-q2_k_xl,508,1152,1216,0.108232,89.1,0.102783,87.5
