prompt,target,n_prompt,window_start,window_end,kl_target,top1_target,kl_handoff,top1_handoff
01_python_small,ud-q2_k_xl,337,0,64,0.283395,84.4,0.129155,93.8
01_python_small,ud-q2_k_xl,337,64,128,0.482569,76.6,0.267838,76.6
01_python_small,ud-q2_k_xl,337,128,192,0.431921,76.6,0.296022,82.8
01_python_small,ud-q2_k_xl,337,192,256,0.193010,92.2,0.123511,93.8
01_python_small,ud-q2_k_xl,337,256,320,0.246305,89.1,0.103500,90.6
01_python_small,ud-q2_k_xl,337,320,384,0.095391,95.3,0.069377,96.9
01_python_small,ud-q2_k_xl,337,384,448,0.193599,89.1,0.142912,89.1
01_python_small,ud-q2_k_xl,337,448,512,0.304660,87.5,0.175945,87.5
01_python_small,ud-q2_k_xl,337,512,576,0.321259,87.5,0.292761,87.5
01_python_small,ud-q2_k_xl,337,576,640,0.101277,95.3,0.055734,95.3
01_python_small,ud-q2_k_xl,337,640,704,0.394794,85.9,0.243526,85.9
01_python_small,ud-q2_k_xl,337,704,768,0.313824,89.1,0.255036,92.2
01_python_small,ud-q2_k_xl,337,768,832,0.020977,100.0,0.026246,100.0
01_python_small,ud-q2_k_xl,337,832,896,0.072602,96.9,0.076402,96.9
01_python_small,ud-q2_k_xl,337,896,960,0.002528,100.0,0.000934,100.0
01_python_small,ud-q2_k_xl,337,960,1024,0.492735,89.1,0.469121,92.2
01_python_small,ud-q2_k_xl,337,1024,1088,0.101539,95.3,0.103228,93.8
01_python_small,ud-q2_k_xl,337,1088,1152,0.116848,93.8,0.109724,92.2
01_python_small,ud-q2_k_xl,337,1152,1216,0.129496,98.4,0.115383,98.4
01_python_small,ud-q2_k_xl,337,1216,1280,0.025342,100.0,0.026038,100.0
01_python_small,ud-q2_k_xl,337,1280,1344,0.017743,98.4,0.009020,100.0
01_python_small,ud-q2_k_xl,337,1344,1408,0.269754,79.7,0.230585,79.7
01_python_small,ud-q2_k_xl,337,1408,1472,0.573125,76.6,0.429164,78.1
01_python_small,ud-q2_k_xl,337,1472,1536,0.474597,81.2,0.421738,82.8
01_python_small,ud-q2_k_xl,337,1536,1600,0.133110,96.9,0.113509,95.3
01_python_small,ud-q2_k_xl,337,1600,1664,0.322163,76.6,0.311146,79.7
01_python_small,ud-q2_k_xl,337,1664,1728,0.354813,78.1,0.335594,79.7
01_python_small,ud-q2_k_xl,337,1728,1792,0.177906,89.1,0.163877,90.6
01_python_small,ud-q2_k_xl,337,1792,1856,0.031091,96.9,0.023754,98.4
01_python_small,ud-q2_k_xl,337,1856,1920,0.012924,98.4,0.008827,98.4
01_python_small,ud-q2_k_xl,337,1920,1984,0.146511,89.1,0.148620,89.1
01_python_small,ud-q2_k_xl,337,1984,2048,0.275580,82.8,0.261740,79.7
02_rust_small,ud-q2_k_xl,540,0,64,0.278862,92.2,0.192618,92.2
02_rust_small,ud-q2_k_xl,540,64,128,0.139400,92.2,0.106870,93.8
02_rust_small,ud-q2_k_xl,540,128,192,0.084254,95.3,0.034677,96.9
02_rust_small,ud-q2_k_xl,540,192,256,0.257733,89.1,0.206275,82.8
02_rust_small,ud-q2_k_xl,540,256,320,0.365753,85.9,0.178238,85.9
02_rust_small,ud-q2_k_xl,540,320,384,0.356111,87.5,0.216317,92.2
02_rust_small,ud-q2_k_xl,540,384,448,0.115544,92.2,0.073021,92.2
02_rust_small,ud-q2_k_xl,540,448,512,0.255027,90.6,0.202151,87.5
02_rust_small,ud-q2_k_xl,540,512,576,0.390887,87.5,0.296833,89.1
02_rust_small,ud-q2_k_xl,540,576,640,0.368874,85.9,0.231476,82.8
02_rust_small,ud-q2_k_xl,540,640,704,0.092019,96.9,0.046118,98.4
02_rust_small,ud-q2_k_xl,540,704,768,0.056123,98.4,0.058281,98.4
02_rust_small,ud-q2_k_xl,540,768,832,0.322529,81.2,0.261676,84.4
02_rust_small,ud-q2_k_xl,540,832,896,0.644600,65.6,0.435074,71.9
02_rust_small,ud-q2_k_xl,540,896,960,0.331782,75.0,0.272290,79.7
02_rust_small,ud-q2_k_xl,540,960,1024,0.304202,89.1,0.270413,89.1
02_rust_small,ud-q2_k_xl,540,1024,1088,0.162471,87.5,0.137838,89.1
02_rust_small,ud-q2_k_xl,540,1088,1152,0.192017,84.4,0.148327,84.4
02_rust_small,ud-q2_k_xl,540,1152,1216,0.276691,84.4,0.208499,84.4
02_rust_small,ud-q2_k_xl,540,1216,1280,0.273879,81.2,0.229563,85.9
02_rust_small,ud-q2_k_xl,540,1280,1344,0.265243,87.5,0.141224,90.6
02_rust_small,ud-q2_k_xl,540,1344,1408,0.136134,95.3,0.146171,93.8
02_rust_small,ud-q2_k_xl,540,1408,1472,0.306328,84.4,0.250935,82.8
02_rust_small,ud-q2_k_xl,540,1472,1536,0.164227,89.1,0.183533,89.1
02_rust_small,ud-q2_k_xl,540,1536,1600,0.286069,87.5,0.217907,87.5
02_rust_small,ud-q2_k_xl,540,1600,1664,0.175974,84.4,0.160732,85.9
02_rust_small,ud-q2_k_xl,540,1664,1728,0.327717,85.9,0.291384,84.4
02_rust_small,ud-q2_k_xl,540,1728,1792,0.149229,90.6,0.147992,90.6
02_rust_small,ud-q2_k_xl,540,1792,1856,0.074964,93.8,0.077854,93.8
02_rust_small,ud-q2_k_xl,540,1856,1920,0.129489,92.2,0.116136,93.8
02_rust_small,ud-q2_k_xl,540,1920,1984,0.345058,82.8,0.299541,79.7
02_rust_small,ud-q2_k_xl,540,1984,2048,0.344918,75.0,0.303703,78.1
03_go_small,ud-q2_k_xl,396,0,64,0.091667,93.8,0.065394,95.3
03_go_small,ud-q2_k_xl,396,64,128,0.177440,92.2,0.127066,89.1
03_go_small,ud-q2_k_xl,396,128,192,0.257413,84.4,0.175734,89.1
03_go_small,ud-q2_k_xl,396,192,256,0.477292,73.4,0.368574,76.6
03_go_small,ud-q2_k_xl,396,256,320,0.274325,81.2,0.305361,81.2
03_go_small,ud-q2_k_xl,396,320,384,0.186536,90.6,0.149734,87.5
03_go_small,ud-q2_k_xl,396,384,448,0.125237,95.3,0.078642,95.3
03_go_small,ud-q2_k_xl,396,448,512,0.461638,87.5,0.232108,93.8
03_go_small,ud-q2_k_xl,396,512,576,0.267906,84.4,0.177031,90.6
03_go_small,ud-q2_k_xl,396,576,640,0.275308,82.8,0.243954,82.8
03_go_small,ud-q2_k_xl,396,640,704,0.300766,81.2,0.283380,81.2
03_go_small,ud-q2_k_xl,396,704,768,0.246486,85.9,0.251996,87.5
03_go_small,ud-q2_k_xl,396,768,832,0.600617,70.3,0.558436,71.9
03_go_small,ud-q2_k_xl,396,832,896,0.549719,78.1,0.420910,75.0
03_go_small,ud-q2_k_xl,396,896,960,0.424699,78.1,0.335425,79.7
03_go_small,ud-q2_k_xl,396,960,1024,0.453694,68.8,0.326246,76.6
03_go_small,ud-q2_k_xl,396,1024,1088,0.503265,76.6,0.434456,81.2
03_go_small,ud-q2_k_xl,396,1088,1152,0.460847,73.4,0.377742,75.0
03_go_small,ud-q2_k_xl,396,1152,1216,0.414651,76.6,0.347197,78.1
03_go_small,ud-q2_k_xl,396,1216,1280,0.162039,87.5,0.156654,87.5
03_go_small,ud-q2_k_xl,396,1280,1344,0.207494,90.6,0.204011,89.1
03_go_small,ud-q2_k_xl,396,1344,1408,0.417398,71.9,0.413412,73.4
03_go_small,ud-q2_k_xl,396,1408,1472,0.199063,92.2,0.187214,90.6
03_go_small,ud-q2_k_xl,396,1472,1536,0.186511,85.9,0.192062,87.5
03_go_small,ud-q2_k_xl,396,1536,1600,0.071909,93.8,0.067397,95.3
03_go_small,ud-q2_k_xl,396,1600,1664,0.203965,85.9,0.184656,85.9
03_go_small,ud-q2_k_xl,396,1664,1728,0.227572,89.1,0.209646,89.1
03_go_small,ud-q2_k_xl,396,1728,1792,0.524324,68.8,0.507229,68.8
03_go_small,ud-q2_k_xl,396,1792,1856,0.536505,70.3,0.485975,68.8
03_go_small,ud-q2_k_xl,396,1856,1920,0.518676,75.0,0.467122,78.1
03_go_small,ud-q2_k_xl,396,1920,1984,0.001634,100.0,0.000994,100.0
03_go_small,ud-q2_k_xl,396,1984,2048,0.142129,95.3,0.084906,96.9
04_cpp_small,ud-q2_k_xl,823,0,64,0.137118,89.1,0.167284,90.6
04_cpp_small,ud-q2_k_xl,823,64,128,0.443418,82.8,0.297396,85.9
04_cpp_small,ud-q2_k_xl,823,128,192,0.485221,75.0,0.273692,76.6
04_cpp_small,ud-q2_k_xl,823,192,256,0.126660,87.5,0.085692,89.1
04_cpp_small,ud-q2_k_xl,823,256,320,0.282086,87.5,0.237888,85.9
04_cpp_small,ud-q2_k_xl,823,320,384,0.494362,71.9,0.583048,73.4
04_cpp_small,ud-q2_k_xl,823,384,448,0.310766,82.8,0.292542,81.2
04_cpp_small,ud-q2_k_xl,823,448,512,0.531336,79.7,0.409273,79.7
04_cpp_small,ud-q2_k_xl,823,512,576,0.447249,85.9,0.391148,85.9
04_cpp_small,ud-q2_k_xl,823,576,640,0.247603,84.4,0.171429,89.1
04_cpp_small,ud-q2_k_xl,823,640,704,0.202413,93.8,0.185650,93.8
04_cpp_small,ud-q2_k_xl,823,704,768,0.252774,85.9,0.189476,85.9
04_cpp_small,ud-q2_k_xl,823,768,832,0.359139,79.7,0.268432,82.8
04_cpp_small,ud-q2_k_xl,823,832,896,0.291188,79.7,0.265988,82.8
04_cpp_small,ud-q2_k_xl,823,896,960,0.523183,81.2,0.458639,81.2
04_cpp_small,ud-q2_k_xl,823,960,1024,0.370352,84.4,0.267542,89.1
04_cpp_small,ud-q2_k_xl,823,1024,1088,0.327963,85.9,0.278166,87.5
04_cpp_small,ud-q2_k_xl,823,1088,1152,0.434786,81.2,0.332115,85.9
04_cpp_small,ud-q2_k_xl,823,1152,1216,0.349520,82.8,0.280149,89.1
04_cpp_small,ud-q2_k_xl,823,1216,1280,0.399847,79.7,0.344569,84.4
04_cpp_small,ud-q2_k_xl,823,1280,1344,0.454992,79.7,0.462317,79.7
04_cpp_small,ud-q2_k_xl,823,1344,1408,0.270151,87.5,0.202472,92.2
04_cpp_small,ud-q2_k_xl,823,1408,1472,0.178505,84.4,0.150657,89.1
04_cpp_small,ud-q2_k_xl,823,1472,1536,0.228592,90.6,0.178572,92.2
04_cpp_small,ud-q2_k_xl,823,1536,1600,0.369567,78.1,0.224118,82.8
04_cpp_small,ud-q2_k_xl,823,1600,1664,0.162444,92.2,0.130329,90.6
04_cpp_small,ud-q2_k_xl,823,1664,1728,0.277904,82.8,0.266545,84.4
04_cpp_small,ud-q2_k_xl,823,1728,1792,0.131686,92.2,0.119282,89.1
04_cpp_small,ud-q2_k_xl,823,1792,1856,0.084345,93.8,0.074724,93.8
04_cpp_small,ud-q2_k_xl,823,1856,1920,0.205849,87.5,0.214676,85.9
04_cpp_small,ud-q2_k_xl,823,1920,1984,0.159519,90.6,0.141825,90.6
04_cpp_small,ud-q2_k_xl,823,1984,2048,0.254428,82.8,0.255543,82.8
05_js_small,ud-q2_k_xl,555,0,64,0.356258,82.8,0.247789,89.1
05_js_small,ud-q2_k_xl,555,64,128,0.192269,90.6,0.195401,90.6
05_js_small,ud-q2_k_xl,555,128,192,0.510355,78.1,0.324388,82.8
05_js_small,ud-q2_k_xl,555,192,256,0.210039,93.8,0.157921,95.3
05_js_small,ud-q2_k_xl,555,256,320,0.507267,71.9,0.368571,79.7
05_js_small,ud-q2_k_xl,555,320,384,0.139490,92.2,0.102776,93.8
05_js_small,ud-q2_k_xl,555,384,448,0.131868,93.8,0.105103,92.2
05_js_small,ud-q2_k_xl,555,448,512,0.328535,79.7,0.228309,89.1
05_js_small,ud-q2_k_xl,555,512,576,0.445354,71.9,0.469449,71.9
05_js_small,ud-q2_k_xl,555,576,640,0.405609,79.7,0.360000,76.6
05_js_small,ud-q2_k_xl,555,640,704,0.437702,70.3,0.398453,70.3
05_js_small,ud-q2_k_xl,555,704,768,0.509813,70.3,0.348225,73.4
05_js_small,ud-q2_k_xl,555,768,832,0.365106,70.3,0.328210,67.2
05_js_small,ud-q2_k_xl,555,832,896,0.416246,71.9,0.359564,75.0
05_js_small,ud-q2_k_xl,555,896,960,0.390352,62.5,0.311359,68.8
05_js_small,ud-q2_k_xl,555,960,1024,0.436235,78.1,0.338889,81.2
05_js_small,ud-q2_k_xl,555,1024,1088,0.424249,79.7,0.339062,84.4
05_js_small,ud-q2_k_xl,555,1088,1152,0.276744,82.8,0.318802,79.7
05_js_small,ud-q2_k_xl,555,1152,1216,0.589046,64.1,0.587800,65.6
05_js_small,ud-q2_k_xl,555,1216,1280,0.389794,78.1,0.433879,76.6
05_js_small,ud-q2_k_xl,555,1280,1344,0.322189,76.6,0.297686,73.4
05_js_small,ud-q2_k_xl,555,1344,1408,0.136521,92.2,0.117784,90.6
05_js_small,ud-q2_k_xl,555,1408,1472,0.530597,78.1,0.525996,78.1
05_js_small,ud-q2_k_xl,555,1472,1536,0.680377,65.6,0.647170,67.2
05_js_small,ud-q2_k_xl,555,1536,1600,0.166181,87.5,0.171863,89.1
05_js_small,ud-q2_k_xl,555,1600,1664,0.219751,92.2,0.195515,93.8
05_js_small,ud-q2_k_xl,555,1664,1728,0.338240,81.2,0.316482,82.8
05_js_small,ud-q2_k_xl,555,1728,1792,0.154164,92.2,0.142910,93.8
05_js_small,ud-q2_k_xl,555,1792,1856,0.279406,92.2,0.125673,95.3
05_js_small,ud-q2_k_xl,555,1856,1920,0.204015,87.5,0.163565,87.5
05_js_small,ud-q2_k_xl,555,1920,1984,0.437785,73.4,0.416793,75.0
05_js_small,ud-q2_k_xl,555,1984,2048,0.267596,78.1,0.263336,75.0
06_python2_small,ud-q2_k_xl,582,0,64,0.536624,79.7,0.340819,84.4
06_python2_small,ud-q2_k_xl,582,64,128,0.278463,89.1,0.156345,93.8
06_python2_small,ud-q2_k_xl,582,128,192,0.326729,87.5,0.220479,89.1
06_python2_small,ud-q2_k_xl,582,192,256,0.406627,76.6,0.297052,79.7
06_python2_small,ud-q2_k_xl,582,256,320,0.190384,93.8,0.174879,90.6
06_python2_small,ud-q2_k_xl,582,320,384,0.420246,84.4,0.281758,84.4
