prompt,ref_model,target_model,ref_bytes,target_bytes,n_prompt,n_gen,kl_target,kl_target_p95,kl_target_p99,top1_target,kl_handoff,kl_handoff_p95,kl_handoff_p99,top1_handoff
10_go_medium,gemma4-26b-a4b-bf16,ud-q8_k_xl,50505130944,27866180608,2135,2048,0.001230,0.005592,0.017176,99.1,0.000749,0.003306,0.011954,99.1
11_typescript_medium,gemma4-26b-a4b-bf16,ud-q8_k_xl,50505130944,27866180608,2435,2048,0.002093,0.009437,0.027519,98.5,0.001062,0.004905,0.016336,99.0
12_rust_medium,gemma4-26b-a4b-bf16,ud-q8_k_xl,50505130944,27866180608,2183,2048,0.001077,0.005444,0.014173,99.6,0.000671,0.003449,0.008714,99.8
13_python_large,gemma4-26b-a4b-bf16,ud-q8_k_xl,50505130944,27866180608,8959,2048,0.001565,0.007887,0.025389,98.6,0.000962,0.004417,0.014800,98.9
14_go_large,gemma4-26b-a4b-bf16,ud-q8_k_xl,50505130944,27866180608,8840,2048,0.001848,0.008216,0.028714,98.9,0.001237,0.005440,0.016501,99.0
15_cpp_medium,gemma4-26b-a4b-bf16,ud-q8_k_xl,50505130944,27866180608,3958,2048,0.002294,0.008958,0.030656,98.6,0.001342,0.005209,0.020725,99.3
16_java_medium,gemma4-26b-a4b-bf16,ud-q8_k_xl,50505130944,27866180608,2400,2048,0.001003,0.005041,0.012596,98.9,0.000720,0.003367,0.010377,99.3
17_rust_large,gemma4-26b-a4b-bf16,ud-q8_k_xl,50505130944,27866180608,9803,2048,0.001920,0.008615,0.022948,98.5,0.001001,0.004182,0.013624,99.0
18_typescript_large,gemma4-26b-a4b-bf16,ud-q8_k_xl,50505130944,27866180608,10613,2048,0.001058,0.005358,0.014671,98.8,0.000624,0.003076,0.008867,99.2
19_cpp_large,gemma4-26b-a4b-bf16,ud-q8_k_xl,50505130944,27866180608,10737,2048,0.001674,0.007703,0.021751,98.9,0.000856,0.004033,0.011716,99.4
