prompt,target,n_prompt,window_start,window_end,kl_target,top1_target,kl_handoff,top1_handoff
01_python_small,ud-q2_k_xl,337,0,64,0.175559,89.1,0.099195,90.6
01_python_small,ud-q2_k_xl,337,64,128,0.268630,81.2,0.119181,85.9
01_python_small,ud-q2_k_xl,337,128,192,0.088473,92.2,0.038780,96.9
01_python_small,ud-q2_k_xl,337,192,256,0.092643,93.8,0.058223,92.2
01_python_small,ud-q2_k_xl,337,256,320,0.055760,95.3,0.037381,96.9
01_python_small,ud-q2_k_xl,337,320,384,0.104930,95.3,0.101178,95.3
01_python_small,ud-q2_k_xl,337,384,448,0.071943,96.9,0.050565,98.4
01_python_small,ud-q2_k_xl,337,448,512,0.176332,81.2,0.171184,81.2
01_python_small,ud-q2_k_xl,337,512,576,0.340073,68.8,0.328343,70.3
01_python_small,ud-q2_k_xl,337,576,640,0.191474,82.8,0.177082,82.8
01_python_small,ud-q2_k_xl,337,640,704,0.237113,70.3,0.203389,79.7
01_python_small,ud-q2_k_xl,337,704,768,0.153479,90.6,0.142455,90.6
01_python_small,ud-q2_k_xl,337,768,832,0.047402,96.9,0.081386,96.9
01_python_small,ud-q2_k_xl,337,832,896,0.034216,98.4,0.032443,98.4
01_python_small,ud-q2_k_xl,337,896,960,0.025357,98.4,0.024228,98.4
01_python_small,ud-q2_k_xl,337,960,1024,0.234594,84.4,0.230638,85.9
01_python_small,ud-q2_k_xl,337,1024,1088,0.326942,65.6,0.305490,70.3
01_python_small,ud-q2_k_xl,337,1088,1152,0.318848,79.7,0.295643,81.2
01_python_small,ud-q2_k_xl,337,1152,1216,0.316576,71.9,0.267769,73.4
01_python_small,ud-q2_k_xl,337,1216,1280,0.211816,81.2,0.197544,81.2
01_python_small,ud-q2_k_xl,337,1280,1344,0.274427,81.2,0.238941,82.8
01_python_small,ud-q2_k_xl,337,1344,1408,0.400701,85.9,0.382280,82.8
01_python_small,ud-q2_k_xl,337,1408,1472,0.190281,81.2,0.176786,81.2
01_python_small,ud-q2_k_xl,337,1472,1536,0.231154,79.7,0.220641,84.4
01_python_small,ud-q2_k_xl,337,1536,1600,0.172957,87.5,0.164034,85.9
01_python_small,ud-q2_k_xl,337,1600,1664,0.129311,87.5,0.139222,87.5
01_python_small,ud-q2_k_xl,337,1664,1728,0.104357,98.4,0.100486,98.4
01_python_small,ud-q2_k_xl,337,1728,1792,0.163624,92.2,0.154472,93.8
01_python_small,ud-q2_k_xl,337,1792,1856,0.202374,79.7,0.192456,79.7
01_python_small,ud-q2_k_xl,337,1856,1920,0.174522,84.4,0.163446,84.4
01_python_small,ud-q2_k_xl,337,1920,1984,0.199646,89.1,0.195677,90.6
01_python_small,ud-q2_k_xl,337,1984,2048,0.362573,81.2,0.342461,81.2
02_rust_small,ud-q2_k_xl,540,0,64,0.121539,87.5,0.109186,87.5
02_rust_small,ud-q2_k_xl,540,64,128,0.179665,90.6,0.142976,89.1
02_rust_small,ud-q2_k_xl,540,128,192,0.320818,84.4,0.241347,85.9
02_rust_small,ud-q2_k_xl,540,192,256,0.161865,92.2,0.164054,92.2
02_rust_small,ud-q2_k_xl,540,256,320,0.135538,90.6,0.106883,90.6
02_rust_small,ud-q2_k_xl,540,320,384,0.237205,87.5,0.165461,82.8
02_rust_small,ud-q2_k_xl,540,384,448,0.300792,79.7,0.209543,82.8
02_rust_small,ud-q2_k_xl,540,448,512,0.214170,79.7,0.222614,81.2
02_rust_small,ud-q2_k_xl,540,512,576,0.061466,95.3,0.050485,96.9
02_rust_small,ud-q2_k_xl,540,576,640,0.109682,95.3,0.072523,96.9
02_rust_small,ud-q2_k_xl,540,640,704,0.114804,93.8,0.093662,96.9
02_rust_small,ud-q2_k_xl,540,704,768,0.065274,93.8,0.062716,90.6
02_rust_small,ud-q2_k_xl,540,768,832,0.192327,87.5,0.136366,87.5
02_rust_small,ud-q2_k_xl,540,832,896,0.423351,79.7,0.410630,78.1
02_rust_small,ud-q2_k_xl,540,896,960,0.111603,85.9,0.126324,85.9
02_rust_small,ud-q2_k_xl,540,960,1024,0.215198,79.7,0.211768,78.1
02_rust_small,ud-q2_k_xl,540,1024,1088,0.149187,92.2,0.151044,90.6
02_rust_small,ud-q2_k_xl,540,1088,1152,0.078978,95.3,0.071236,96.9
02_rust_small,ud-q2_k_xl,540,1152,1216,0.094276,93.8,0.069148,95.3
02_rust_small,ud-q2_k_xl,540,1216,1280,0.035354,96.9,0.034416,96.9
02_rust_small,ud-q2_k_xl,540,1280,1344,0.001853,100.0,0.001613,100.0
02_rust_small,ud-q2_k_xl,540,1344,1408,0.026959,100.0,0.026981,100.0
02_rust_small,ud-q2_k_xl,540,1408,1472,0.065080,93.8,0.059146,93.8
02_rust_small,ud-q2_k_xl,540,1472,1536,0.270853,85.9,0.189826,87.5
02_rust_small,ud-q2_k_xl,540,1536,1600,0.220044,82.8,0.242462,82.8
02_rust_small,ud-q2_k_xl,540,1600,1664,0.190961,96.9,0.162339,95.3
02_rust_small,ud-q2_k_xl,540,1664,1728,0.199909,90.6,0.190865,85.9
02_rust_small,ud-q2_k_xl,540,1728,1792,0.251849,85.9,0.219831,89.1
02_rust_small,ud-q2_k_xl,540,1792,1802,0.179373,80.0,0.148986,80.0
03_go_small,ud-q2_k_xl,396,0,64,0.173685,90.6,0.106772,95.3
03_go_small,ud-q2_k_xl,396,64,128,0.122384,90.6,0.114738,92.2
03_go_small,ud-q2_k_xl,396,128,192,0.260712,89.1,0.161556,92.2
03_go_small,ud-q2_k_xl,396,192,256,0.161442,90.6,0.100043,90.6
03_go_small,ud-q2_k_xl,396,256,320,0.290539,68.8,0.258113,71.9
03_go_small,ud-q2_k_xl,396,320,384,0.124449,98.4,0.139299,95.3
03_go_small,ud-q2_k_xl,396,384,448,0.206640,84.4,0.222596,82.8
03_go_small,ud-q2_k_xl,396,448,512,0.321367,84.4,0.277079,84.4
03_go_small,ud-q2_k_xl,396,512,576,0.164898,90.6,0.120212,85.9
03_go_small,ud-q2_k_xl,396,576,640,0.083360,90.6,0.074883,92.2
03_go_small,ud-q2_k_xl,396,640,704,0.282393,87.5,0.256527,87.5
03_go_small,ud-q2_k_xl,396,704,768,0.067054,96.9,0.080068,96.9
03_go_small,ud-q2_k_xl,396,768,832,0.252521,79.7,0.257194,82.8
03_go_small,ud-q2_k_xl,396,832,896,0.378557,73.4,0.360882,71.9
