prompt,ref_model,target_model,ref_bytes,target_bytes,n_prompt,n_gen,kl_target,kl_target_p95,kl_target_p99,top1_target,kl_handoff,kl_handoff_p95,kl_handoff_p99,top1_handoff
19_cpp_large,gemma4-e4b-ud-q8_k_xl,ud-q4_k_xl,8658661760,5101713792,10737,2048,0.026659,0.121290,0.225410,94.2,0.020257,0.087570,0.162010,94.8
01_python_small,gemma4-e4b-ud-q8_k_xl,ud-q5_k_xl,8658661760,6647843200,337,2048,0.004845,0.020986,0.050914,97.6,0.004279,0.019056,0.046333,97.9
02_rust_small,gemma4-e4b-ud-q8_k_xl,ud-q5_k_xl,8658661760,6647843200,540,1802,0.006043,0.022239,0.059329,97.8,0.004901,0.018416,0.039431,98.2
03_go_small,gemma4-e4b-ud-q8_k_xl,ud-q5_k_xl,8658661760,6647843200,396,2048,0.004860,0.024396,0.053743,97.5,0.004145,0.021216,0.044330,98.0
04_cpp_small,gemma4-e4b-ud-q8_k_xl,ud-q5_k_xl,8658661760,6647843200,823,2048,0.004471,0.021881,0.049136,98.2,0.003807,0.017581,0.046151,98.3
05_js_small,gemma4-e4b-ud-q8_k_xl,ud-q5_k_xl,8658661760,6647843200,555,2048,0.005778,0.025321,0.059470,97.5,0.004735,0.020602,0.042892,97.9
06_python2_small,gemma4-e4b-ud-q8_k_xl,ud-q5_k_xl,8658661760,6647843200,582,2048,0.004752,0.023514,0.062482,97.9,0.003949,0.019021,0.050942,98.0
07_c_small,gemma4-e4b-ud-q8_k_xl,ud-q5_k_xl,8658661760,6647843200,751,2048,0.004683,0.023697,0.060810,98.0,0.004097,0.021126,0.053448,98.2
08_java_small,gemma4-e4b-ud-q8_k_xl,ud-q5_k_xl,8658661760,6647843200,840,1929,0.005378,0.026503,0.058527,97.7,0.004589,0.022618,0.052522,97.6
09_python_medium,gemma4-e4b-ud-q8_k_xl,ud-q5_k_xl,8658661760,6647843200,2474,2048,0.006485,0.026518,0.054870,97.4,0.005442,0.022342,0.042847,97.6
10_go_medium,gemma4-e4b-ud-q8_k_xl,ud-q5_k_xl,8658661760,6647843200,2135,2048,0.007457,0.029551,0.056084,96.5,0.006322,0.025978,0.044671,96.5
11_typescript_medium,gemma4-e4b-ud-q8_k_xl,ud-q5_k_xl,8658661760,6647843200,2435,2048,0.007828,0.034424,0.069933,96.7,0.006057,0.024841,0.047873,97.2
12_rust_medium,gemma4-e4b-ud-q8_k_xl,ud-q5_k_xl,8658661760,6647843200,2183,2048,0.007206,0.027926,0.056989,96.8,0.005424,0.022714,0.042866,97.3
13_python_large,gemma4-e4b-ud-q8_k_xl,ud-q5_k_xl,8658661760,6647843200,8959,2048,0.007493,0.032356,0.068670,96.8,0.005756,0.023599,0.056099,97.4
