prompt,ref_model,target_model,ref_bytes,target_bytes,n_prompt,n_gen,kl_target,kl_target_p95,kl_target_p99,top1_target,kl_handoff,kl_handoff_p95,kl_handoff_p99,top1_handoff
01_python_small,qwen3.5-2b-ud-q8_k_xl,ud-q4_k_xl,2834940160,1339752704,294,1152,0.017725,0.082525,0.179432,96.0,0.016422,0.073131,0.170873,96.2
02_rust_small,qwen3.5-2b-ud-q8_k_xl,ud-q4_k_xl,2834940160,1339752704,508,1312,0.012399,0.070594,0.163394,97.3,0.009808,0.060555,0.131374,97.6
03_go_small,qwen3.5-2b-ud-q8_k_xl,ud-q4_k_xl,2834940160,1339752704,331,2048,0.009999,0.055862,0.147664,97.5,0.008955,0.049454,0.119059,97.7
04_cpp_small,qwen3.5-2b-ud-q8_k_xl,ud-q4_k_xl,2834940160,1339752704,753,1327,0.020089,0.106558,0.218398,96.0,0.015740,0.076842,0.169764,96.3
05_js_small,qwen3.5-2b-ud-q8_k_xl,ud-q4_k_xl,2834940160,1339752704,500,2048,0.015674,0.078823,0.140541,95.9,0.014023,0.070677,0.133498,95.7
06_python2_small,qwen3.5-2b-ud-q8_k_xl,ud-q4_k_xl,2834940160,1339752704,508,2048,0.017415,0.091002,0.188377,95.7,0.014257,0.071264,0.138737,96.1
07_c_small,qwen3.5-2b-ud-q8_k_xl,ud-q4_k_xl,2834940160,1339752704,679,2048,0.013927,0.070951,0.141699,95.9,0.011154,0.057985,0.113599,96.3
08_java_small,qwen3.5-2b-ud-q8_k_xl,ud-q4_k_xl,2834940160,1339752704,756,2048,0.017683,0.085693,0.194447,96.0,0.015664,0.074364,0.172315,96.1
09_python_medium,qwen3.5-2b-ud-q8_k_xl,ud-q4_k_xl,2834940160,1339752704,2125,2048,0.007300,0.040156,0.129151,98.2,0.005475,0.032386,0.097093,98.6
10_go_medium,qwen3.5-2b-ud-q8_k_xl,ud-q4_k_xl,2834940160,1339752704,1864,2048,0.015068,0.075863,0.176211,96.0,0.011607,0.060837,0.139067,96.6
11_typescript_medium,qwen3.5-2b-ud-q8_k_xl,ud-q4_k_xl,2834940160,1339752704,2233,2048,0.017984,0.086531,0.209768,95.9,0.014910,0.070555,0.190877,96.4
12_rust_medium,qwen3.5-2b-ud-q8_k_xl,ud-q4_k_xl,2834940160,1339752704,2017,2048,0.011342,0.059814,0.150271,97.5,0.008743,0.044864,0.113092,97.4
