prompt,ref_model,target_model,ref_bytes,target_bytes,n_prompt,n_gen,kl_target,kl_target_p95,kl_target_p99,top1_target,kl_handoff,kl_handoff_p95,kl_handoff_p99,top1_handoff
15_cpp_medium,gemma4-e4b-bf16,ud-q4_k_xl,15053090976,5101713792,3958,2048,0.023273,0.100742,0.262282,94.8,0.019096,0.081834,0.205754,95.5
16_java_medium,gemma4-e4b-bf16,ud-q4_k_xl,15053090976,5101713792,2400,2048,0.021514,0.094388,0.188890,95.5,0.017706,0.079412,0.141512,95.4
17_rust_large,gemma4-e4b-bf16,ud-q4_k_xl,15053090976,5101713792,9803,2048,0.024144,0.100187,0.231024,94.8,0.016759,0.072385,0.151906,95.4
18_typescript_large,gemma4-e4b-bf16,ud-q4_k_xl,15053090976,5101713792,10613,2048,0.022481,0.097318,0.192681,94.8,0.017267,0.080800,0.140700,95.5
19_cpp_large,gemma4-e4b-bf16,ud-q4_k_xl,15053090976,5101713792,10737,2048,0.026095,0.106445,0.187887,93.6,0.020346,0.083353,0.149776,94.5
01_python_small,gemma4-e4b-bf16,ud-q5_k_xl,15053090976,6647843200,337,2048,0.005440,0.018692,0.041708,97.7,0.004837,0.015531,0.035174,97.9
02_rust_small,gemma4-e4b-bf16,ud-q5_k_xl,15053090976,6647843200,540,1869,0.003682,0.019208,0.048456,98.6,0.003175,0.015947,0.041134,98.8
03_go_small,gemma4-e4b-bf16,ud-q5_k_xl,15053090976,6647843200,396,2048,0.004802,0.022219,0.046175,97.1,0.004375,0.020573,0.040392,97.3
04_cpp_small,gemma4-e4b-bf16,ud-q5_k_xl,15053090976,6647843200,823,2048,0.004511,0.022382,0.047893,98.1,0.003701,0.017558,0.040606,98.5
05_js_small,gemma4-e4b-bf16,ud-q5_k_xl,15053090976,6647843200,555,2048,0.004902,0.022724,0.041829,97.7,0.004334,0.020614,0.036575,97.7
06_python2_small,gemma4-e4b-bf16,ud-q5_k_xl,15053090976,6647843200,582,2048,0.004384,0.020740,0.051209,98.0,0.003629,0.017367,0.041502,97.8
07_c_small,gemma4-e4b-bf16,ud-q5_k_xl,15053090976,6647843200,751,2048,0.005179,0.023178,0.061182,97.1,0.004591,0.021211,0.051621,97.2
08_java_small,gemma4-e4b-bf16,ud-q5_k_xl,15053090976,6647843200,840,1636,0.005358,0.027325,0.061971,98.0,0.004452,0.020734,0.054332,98.0
09_python_medium,gemma4-e4b-bf16,ud-q5_k_xl,15053090976,6647843200,2474,2048,0.006168,0.026046,0.051577,96.6,0.005164,0.020739,0.044556,97.4
10_go_medium,gemma4-e4b-bf16,ud-q5_k_xl,15053090976,6647843200,2135,2048,0.007934,0.030337,0.059983,96.2,0.006319,0.023156,0.048572,96.6
11_typescript_medium,gemma4-e4b-bf16,ud-q5_k_xl,15053090976,6647843200,2435,2048,0.006701,0.029500,0.063625,96.2,0.005666,0.023920,0.049204,96.6
12_rust_medium,gemma4-e4b-bf16,ud-q5_k_xl,15053090976,6647843200,2183,2048,0.007194,0.029057,0.058019,96.1,0.006108,0.025053,0.047409,96.0
13_python_large,gemma4-e4b-bf16,ud-q5_k_xl,15053090976,6647843200,8959,2048,0.008378,0.031137,0.068022,96.2,0.006630,0.023866,0.047425,97.0
14_go_large,gemma4-e4b-bf16,ud-q5_k_xl,15053090976,6647843200,8840,2048,0.006516,0.027068,0.052288,97.1,0.005194,0.021370,0.037932,97.4
15_cpp_medium,gemma4-e4b-bf16,ud-q5_k_xl,15053090976,6647843200,3958,2048,0.006724,0.029901,0.062829,96.4,0.005417,0.023069,0.054665,96.9
16_java_medium,gemma4-e4b-bf16,ud-q5_k_xl,15053090976,6647843200,2400,2048,0.006423,0.026352,0.056380,97.5,0.005460,0.022744,0.042820,97.6
17_rust_large,gemma4-e4b-bf16,ud-q5_k_xl,15053090976,6647843200,9803,2048,0.006643,0.030447,0.058126,97.0,0.005177,0.022999,0.043827,97.6
18_typescript_large,gemma4-e4b-bf16,ud-q5_k_xl,15053090976,6647843200,10613,2048,0.006359,0.028810,0.059816,97.2,0.004798,0.021435,0.044177,97.4
19_cpp_large,gemma4-e4b-bf16,ud-q5_k_xl,15053090976,6647843200,10737,2048,0.008078,0.033453,0.062967,96.3,0.006343,0.025454,0.051095,97.1
01_python_small,gemma4-e4b-bf16,ud-q6_k_xl,15053090976,7457755520,337,2048,0.000810,0.004020,0.008765,99.1,0.000710,0.003652,0.007523,99.1
02_rust_small,gemma4-e4b-bf16,ud-q6_k_xl,15053090976,7457755520,540,1869,0.000769,0.004220,0.010490,99.4,0.000628,0.003259,0.009536,99.5
03_go_small,gemma4-e4b-bf16,ud-q6_k_xl,15053090976,7457755520,396,2048,0.001182,0.005586,0.013506,98.8,0.001025,0.004735,0.010386,98.9
04_cpp_small,gemma4-e4b-bf16,ud-q6_k_xl,15053090976,7457755520,823,2048,0.001386,0.006513,0.017238,99.1,0.001124,0.005505,0.013947,99.1
05_js_small,gemma4-e4b-bf16,ud-q6_k_xl,15053090976,7457755520,555,2048,0.001148,0.005007,0.010425,98.9,0.000952,0.004279,0.008749,99.1
06_python2_small,gemma4-e4b-bf16,ud-q6_k_xl,15053090976,7457755520,582,2048,0.000975,0.004636,0.011464,98.8,0.000835,0.004072,0.010527,99.0
07_c_small,gemma4-e4b-bf16,ud-q6_k_xl,15053090976,7457755520,751,2048,0.001265,0.005869,0.013242,99.0,0.001082,0.005085,0.010901,99.2
08_java_small,gemma4-e4b-bf16,ud-q6_k_xl,15053090976,7457755520,840,1636,0.001099,0.005613,0.011381,99.1,0.000920,0.004537,0.010122,98.9
09_python_medium,gemma4-e4b-bf16,ud-q6_k_xl,15053090976,7457755520,2474,2048,0.001350,0.005836,0.011504,98.8,0.001094,0.004721,0.008691,99.0
10_go_medium,gemma4-e4b-bf16,ud-q6_k_xl,15053090976,7457755520,2135,2048,0.001622,0.005982,0.011253,98.5,0.001322,0.004804,0.009819,98.7
11_typescript_medium,gemma4-e4b-bf16,ud-q6_k_xl,15053090976,7457755520,2435,2048,0.001589,0.007098,0.014696,98.1,0.001220,0.005137,0.011274,98.2
12_rust_medium,gemma4-e4b-bf16,ud-q6_k_xl,15053090976,7457755520,2183,2048,0.001721,0.007023,0.014371,98.3,0.001355,0.005653,0.011218,98.6
13_python_large,gemma4-e4b-bf16,ud-q6_k_xl,15053090976,7457755520,8959,2048,0.001783,0.007646,0.016327,97.9,0.001200,0.005030,0.009641,98.0
14_go_large,gemma4-e4b-bf16,ud-q6_k_xl,15053090976,7457755520,8840,2048,0.001437,0.005945,0.011089,98.5,0.001150,0.004676,0.009776,98.4
15_cpp_medium,gemma4-e4b-bf16,ud-q6_k_xl,15053090976,7457755520,3958,2048,0.001547,0.006903,0.015384,98.4,0.001188,0.005057,0.010186,98.7
16_java_medium,gemma4-e4b-bf16,ud-q6_k_xl,15053090976,7457755520,2400,2048,0.001461,0.005893,0.016871,98.9,0.001127,0.004621,0.010798,99.1
17_rust_large,gemma4-e4b-bf16,ud-q6_k_xl,15053090976,7457755520,9803,2048,0.001653,0.007224,0.014780,98.5,0.001188,0.005068,0.011198,98.6
18_typescript_large,gemma4-e4b-bf16,ud-q6_k_xl,15053090976,7457755520,10613,2048,0.001506,0.007153,0.013267,98.6,0.001121,0.005298,0.010794,98.7
19_cpp_large,gemma4-e4b-bf16,ud-q6_k_xl,15053090976,7457755520,10737,2048,0.001944,0.007246,0.015431,98.2,0.001423,0.005185,0.011061,98.8
01_python_small,gemma4-e4b-bf16,ud-q8_k_xl,15053090976,8658661760,337,2048,0.000109,0.000578,0.001153,99.7,0.000099,0.000498,0.001090,99.7
02_rust_small,gemma4-e4b-bf16,ud-q8_k_xl,15053090976,8658661760,540,1869,0.000116,0.000617,0.001614,99.8,0.000092,0.000520,0.001268,99.8
03_go_small,gemma4-e4b-bf16,ud-q8_k_xl,15053090976,8658661760,396,2048,0.000154,0.000707,0.001854,99.4,0.000132,0.000634,0.001417,99.4
04_cpp_small,gemma4-e4b-bf16,ud-q8_k_xl,15053090976,8658661760,823,2048,0.000155,0.000724,0.001983,99.5,0.000127,0.000589,0.001599,99.7
05_js_small,gemma4-e4b-bf16,ud-q8_k_xl,15053090976,8658661760,555,2048,0.000159,0.000715,0.001598,99.4,0.000157,0.000701,0.001775,99.6
06_python2_small,gemma4-e4b-bf16,ud-q8_k_xl,15053090976,8658661760,582,2048,0.000115,0.000546,0.001319,99.7,0.000100,0.000501,0.001116,99.8
07_c_small,gemma4-e4b-bf16,ud-q8_k_xl,15053090976,8658661760,751,2048,0.000141,0.000709,0.001316,99.8,0.000123,0.000613,0.001263,99.7
08_java_small,gemma4-e4b-bf16,ud-q8_k_xl,15053090976,8658661760,840,1636,0.000147,0.000710,0.001549,99.7,0.000122,0.000599,0.001210,99.7
09_python_medium,gemma4-e4b-bf16,ud-q8_k_xl,15053090976,8658661760,2474,2048,0.000178,0.000791,0.001432,99.8,0.000142,0.000595,0.001112,99.7
10_go_medium,gemma4-e4b-bf16,ud-q8_k_xl,15053090976,8658661760,2135,2048,0.000224,0.000850,0.001618,99.5,0.000185,0.000676,0.001201,99.6
11_typescript_medium,gemma4-e4b-bf16,ud-q8_k_xl,15053090976,8658661760,2435,2048,0.000228,0.000978,0.001953,99.5,0.000165,0.000697,0.001243,99.6
12_rust_medium,gemma4-e4b-bf16,ud-q8_k_xl,15053090976,8658661760,2183,2048,0.000229,0.000972,0.001782,99.4,0.000188,0.000799,0.001531,99.6
13_python_large,gemma4-e4b-bf16,ud-q8_k_xl,15053090976,8658661760,8959,2048,0.000258,0.001025,0.002392,98.9,0.000181,0.000784,0.001498,99.0
14_go_large,gemma4-e4b-bf16,ud-q8_k_xl,15053090976,8658661760,8840,2048,0.000212,0.000869,0.001849,99.3,0.000170,0.000720,0.001338,99.3
15_cpp_medium,gemma4-e4b-bf16,ud-q8_k_xl,15053090976,8658661760,3958,2048,0.000176,0.000818,0.001582,99.5,0.000142,0.000597,0.001205,99.5
16_java_medium,gemma4-e4b-bf16,ud-q8_k_xl,15053090976,8658661760,2400,2048,0.000192,0.000842,0.001593,99.3,0.000152,0.000642,0.001169,99.4
17_rust_large,gemma4-e4b-bf16,ud-q8_k_xl,15053090976,8658661760,9803,2048,0.000213,0.000951,0.002093,99.7,0.000140,0.000592,0.001193,99.7
18_typescript_large,gemma4-e4b-bf16,ud-q8_k_xl,15053090976,8658661760,10613,2048,0.000183,0.000838,0.001892,99.1,0.000133,0.000611,0.001114,99.1
19_cpp_large,gemma4-e4b-bf16,ud-q8_k_xl,15053090976,8658661760,10737,2048,0.000257,0.001029,0.002305,99.3,0.000195,0.000765,0.001564,99.4
